id,screening_status,title,date,doi,topic,reason,screening_basis,abstract_source,zotero_keys,collections,pdf_attachment_keys,existing_wiki_page
S081,B2 专题储备,Hot corrosion behavior of plasma sprayed 4 mol% Y2O 3-ZrO2 thermal barrier coatings with volcanic ash,2013,10.4191/kcers.2013.50.6.353,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,EY8LD6U5,scopus_1,,
S082,B2 专题储备,Hot corrosion of RE 2 SiO 5 with different cation substitution under calcium–magnesium–aluminosilicate attack,08/2017,10.1016/j.ceramint.2017.04.045,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,4SG3G9KM,scopus_2,,
S083,C 本轮暂不纳入,Hydration development of blended cement paste with granulated copper slag modified with CaO and Al2O3,2022,10.1016/j.jmrt.2022.03.008,当前范围外,题名/摘要对象是水泥、砂浆或骨料利用，不直接补充CMAS涂层背景。,标题+摘要节选（初筛）,Zotero abstractNote,VQLHABR7,scopus_2,,
S084,B2 专题储备,Impact interaction of in-flight high-energy molten volcanic ash droplets with jet engines,2019,10.1016/j.actamat.2019.04.011,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+摘要节选（初筛）,Zotero abstractNote,TZTKDQLF,scopus_1;scopus_2,,
S085,C 本轮暂不纳入,Improving the Interfacial Reaction Between Cristobalite Silica from Rice Husk and Al–Mg–Si by CVD-Si3N4 Deposition,7/2020,10.1007/s12649-019-00706-w,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,M68AKFVL,scopus_2,,
S086,A 优先全文核查,In-situ synchrotron X-ray diffraction volcanic ash infiltration studies on high temperature ceramic coatings,2024,10.2514/6.2024-2047,原位时序,摘要明确原位同步辐射XRD及应变/相演化，适合核查熔融与凝固过程；为会议论文，不先宣称已证冷却致裂。,标题+完整摘要,Zotero abstractNote,RTEJB3QN,scopus_1;scopus_2,,
S087,C 本轮暂不纳入,Influence of coal blending on ash fusion property and viscosity,2017,10.1016/j.fuel.2016.10.050,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,DBT6ID3C,scopus_2,,
S088,B2 专题储备,Influence of molten volcanic ash infiltration on the friability of APS thermal barrier coatings,2020,10.1016/j.ceramint.2020.01.166,微结构/损伤,与微结构或损伤有关；作为核心涂层验证文献的补充，具体试验与模型边界待全文核查。,标题+摘要节选（初筛）,Zotero abstractNote,3UZM3X7C,scopus_1,,
S089,C 本轮暂不纳入,Influence of occurrence mode of potassium and a calcium-based additive on ash transformation and agglomeration behavior for coal and phosphorus-rich biomass co-gasification,2026,10.1016/j.joei.2026.102521,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,Z89T49QG,scopus_2,,
S090,C 本轮暂不纳入,Influential factors of alkaline content in alumina-removed residue by hydrothermal treatment from extraction process of alumina from fly ash with sub-molten salt method,2014,,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,77DG6YSG,scopus_2,,
S091,C 本轮暂不纳入,Inhibition of lignite ash slagging and fouling upon the use of a silica-based additive in an industrial pulverised coal-fired boiler. Part 1. Changes on the properties of ash deposits along the furnace,2015,10.1016/j.fuel.2014.06.054,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,BF8Q6FY4,scopus_2,,
S092,C 本轮暂不纳入,Inhibition of lignite ash slagging and fouling upon the use of a silica-based additive in an industrial pulverised coal-fired boiler: Part 2. Speciation of iron in ash deposits and separation of magnetite and ferrite,01/2015,10.1016/j.fuel.2014.06.075,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,Y6X5YRK5,scopus_2,,
S093,B1 第二批候选,Integrated testing approach using a customized micro turbine for a volcanic ash and CMAS related degradation study of thermal barrier coatings,2018,10.1016/j.surfcoat.2018.01.030,动态验证,微型燃机同时腐蚀/冲蚀评价7YSZ与GZO，可能改变仅据静态侵入选材的判断。,标题+完整摘要,Zotero abstractNote,WABHYJH6,scopus_1,,
S094,B2 专题储备,"Interaction and infiltration behavior of eyjafjallajökull, sakurajima volcanic ashes and a synthetic CMAS containing FeO with/in EB-PVD ZrO2-65 wt% Y2 O3 coating at high temperature",2017,10.1016/j.actamat.2017.06.055,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,BQY44J7M,scopus_1;scopus_2,,
S095,C 本轮暂不纳入,Interactions between molten salts and ash components during zhundong coal gasification in eutectic carbonates,2017,10.1016/j.fuel.2017.06.079,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,SXWQGMIC,scopus_2,,
S096,B2 专题储备,Interactions between rare-earth zirconates (RE2Zr2O7) and CMAS silicate melts,2023,10.1016/j.corsci.2023.111526,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,MLFF3E4L,scopus_1;scopus_2,,
S097,B2 专题储备,Investigation of CMAS resistance of sacrificial suspension sprayed alumina topcoats on EB-PVD 7YSZ layers,2020,10.1007/s11666-019-00951-4,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,WR6SIB8J,scopus_1;scopus_2,,
S098,B2 专题储备,Investigation of vermiculite infiltration effect on microstructural properties of thermal barrier coatings (TBCs) produced by electron beam physical vapor deposition method (EB-PVD),2022,10.1016/j.surfcoat.2022.128645,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+摘要节选（初筛）,Zotero abstractNote,3F2PXAP6,scopus_1,,
S099,C 本轮暂不纳入,Investigation on formation mechanisms of ash and deposit from cotton stalk vibrating grate boiler combustion based on their characteristics,2022,10.1016/j.fuel.2022.124446,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,8A6K5CIM,scopus_2,,
S100,C 本轮暂不纳入,Laboratory evaluation of tundish covering powders and rice hull ash on cleanliness for a SAE 1055 modified steel,2023,10.1590/1980-5373-MR-2022-0216,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,Z96Q8VNG,scopus_2,,
S101,A 优先全文核查,Lifetime and failure modes of plasma sprayed thermal barrier coatings in thermal gradient rig tests with simultaneous CMAS injection,2017,10.1016/j.surfcoat.2017.04.071,热梯度循环寿命,摘要明确热梯度、循环载荷与连续CMAS注入，改变停留时间及沉积速率并评价剥落寿命；优先核对试验边界。,标题+完整摘要,Zotero abstractNote,Z2SRQLJB,scopus_1;scopus_2,,
S102,B2 专题储备,Lotus leaf inspired hierarchical micro-nano structure on NdYbZr2O7 ceramic pellet with enhanced volcanic ash repellence,2024,10.1016/j.ceramint.2024.05.057,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,MYFCVUV3,scopus_1,,
S103,B2 专题储备,Mechanisms and mitigation of volcanic ash attack on yttria stablized zirconia thermal barrier coatings,12/2014,10.1016/j.surfcoat.2014.09.015,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,36ZIPAMJ,scopus_1,,
S104,B2 专题储备,Mechanisms of La2Ce2O7/YSZ double-ceramic-layer thermal barrier coatings against volcanic ash corrosion,2024,10.3390/coatings14070877,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,H9Y7JDKA,scopus_1;scopus_2,,
S105,C 本轮暂不纳入,Mechanistic insights into the effect of biomass ash on molten nitrate salt pyrolysis,2026,10.1016/j.cej.2026.174950,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,66HX6QPB,scopus_2,,
S106,A 优先全文核查,Mechanistic study on the degradation of thermal barrier coatings induced by volcanic ash deposition,2017,10.1007/s11666-017-0576-z,应力与损伤,摘要包括有/无火山灰对照、随温度变化的梁挠度测量及损伤模型；分清测量、反演与有限元输出。,标题+完整摘要,Zotero abstractNote,Y474XY3E,scopus_1,,
S107,B2 专题储备,"Medium-entropy (me,Ti)0.1(Zr,Hf,Ce)0.9O2 (me = Y and Ta): promising thermal barrier materials for high-temperature thermal radiation shielding and CMAS blocking",2022,10.1016/j.jmst.2022.01.019,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,45H8KRHD,scopus_1,,
S108,C 本轮暂不纳入,Melting and crystallization of fly ashes,1986,,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,XZXJMW6S,scopus_2,,
S109,C 本轮暂不纳入,Melting and flow behavior of coal ash at high temperatures based on SiO2-Al2O3-CaO/Na2O pseudoternary phase diagram,2024,10.1021/acsomega.4c01678,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,4Y2UIRRE,scopus_2,,
S110,B2 专题储备,Microstructural characterization of the interaction between 8YPSZ (EB-PVD) thermal barrier coatings and a synthetic CAS,2014,10.1016/j.surfcoat.2013.11.014,微结构/损伤,与微结构或损伤有关；作为核心涂层验证文献的补充，具体试验与模型边界待全文核查。,标题+摘要节选（初筛）,Zotero abstractNote,A4AKW65N,scopus_1,,
S111,B2 专题储备,Microstructure characteristics of EB-PVD YSZ thermal barrier coatings corroded by molten volcanic ash,2016,10.1016/j.surfcoat.2015.12.003,微结构/损伤,与微结构或损伤有关；作为核心涂层验证文献的补充，具体试验与模型边界待全文核查。,标题+摘要节选（初筛）,Zotero abstractNote,GFDNU358,scopus_1,,
S112,C 本轮暂不纳入,"Microstructure of ferrospheres in fly ashes: SEM, EDX and ESEM analysis",2008,10.1631/jzus.A0820051,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,N59BZVRG,scopus_2,,
S113,B1 第二批候选,Microstructure refinement of EB-PVD gadolinium zirconate thermal barrier coatings to improve their CMAS resistance,2023,10.3390/coatings13050905,微结构对照,EB-PVD GZO不同微结构与多熔体暴露，可与APS案例互补；成分和制样效应分开。,标题+完整摘要,Zotero abstractNote,MFJEAK5F,scopus_1,,
S114,C 本轮暂不纳入,"Mineral conversion regularity and release behavior of Na, Ca during zhundong coal's combustion",2015,10.13334/j.0258-8013.pcsee.2015.05.018,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,W8LZ5FFA,scopus_2,,
S115,C 本轮暂不纳入,Mineral transformation behavior in coal ash slag during plasma underground coal gasification,2026,10.1007/s40789-026-00876-8,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,4AGD2RZC,scopus_2,,
S116,B2 专题储备,Mitigation of damage from molten fly ash to air-plasma-sprayed thermal barrier coatings,2011,10.1016/j.msea.2011.06.041,微结构/损伤,与微结构或损伤有关；作为核心涂层验证文献的补充，具体试验与模型边界待全文核查。,标题+摘要节选（初筛）,Zotero abstractNote,3B2RYI5U,scopus_1;scopus_2,,
S117,C 本轮暂不纳入,Mitigation of steel corrosion in waste-to-energy from poultry litter by modifying ash chemistry,2026,10.1016/j.wasman.2026.115745,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,R6UFWB35,scopus_2,,
S118,B1 第二批候选,Modeling the viscosity and infiltration kinetics of silicate melt -thermal barrier coating systems based on deep-learning and experimental approach,2025,10.1016/j.actamat.2025.121081,模型与热梯度,ML黏度预测并有侵入/温度梯度实验；核查合成数据、训练测试独立性及物理验证。,标题+完整摘要,Zotero abstractNote,XU7QXRNP,scopus_1;scopus_2,,
S119,B2 专题储备,Modes of deposit-induced accelerated attack of MCrAlY systems at 1100 °C,2017,10.1007/s11085-016-9669-1,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。 金属粘结层沉积腐蚀，可作界面背景，不能代替陶瓷顶层证据。,标题+摘要节选（初筛）,Zotero abstractNote,CXZMZBFF,scopus_2,,
S120,B2 专题储备,Molten particulate impact on tailored thermal barrier coatings for gas turbine engine,2018,10.1115/1.4037599,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,MTELWNGT,scopus_1,,
S121,B2 专题储备,Molten salt attack on multilayer and functionally-graded YSZ coatings,2018,10.1016/j.ceramint.2018.04.062,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,5N2FEVRM,scopus_1;scopus_3,,
S122,B2 专题储备,Molten-silicate-induced degradation of ultra-high temperature ceramics,2026,10.1016/j.jeurceramsoc.2026.118324,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。 超高温陶瓷熔融硅酸盐腐蚀是拓展候选，不因本轮偏CMAS涂层而从整个陶瓷腐蚀范围排除。,标题+摘要节选（初筛）,Zotero abstractNote,9IWH2EPU,scopus_2,,
S123,B2 专题储备,Molten-volcanic-ash-phobic thermal barrier coating based on biomimetic structure,2023,10.1002/advs.202205156,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,U3G2X4VM,scopus_1;scopus_2,,
S124,B2 专题储备,Nanostructured Gd2Zr2O7: a promising thermal barrier coating with high resistance to CaO–MgO–Al2O3–SiO2 corrosion,2023,10.1007/s41779-022-00822-2,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,D93X4ERL,scopus_1,,
S125,B2 专题储备,NdYbZr2O7 thermal barrier coating resistant to degradation by volcanic ash and CMAS,2022,10.1016/j.corsci.2022.110795,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,ILJ3L6A7,scopus_1;scopus_2,,
S126,B2 专题储备,Novel thermal barrier coatings with hexagonal boron nitride additives resistant to molten volcanic ash wetting,2020,10.1016/j.corsci.2020.108587,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+摘要节选（初筛）,Zotero abstractNote,DHQT728K,scopus_1,,
S127,B2 专题储备,Numerical simulation of volcanic ash infiltration into thermal barrier coatings,2020,10.4028/www.scientific.net/KEM.827.367,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,DC45PPFU,scopus_1,,
S128,B2 专题储备,On the resistance of rare earth oxide-doped YSZ to high temperature volcanic ash attack,2016,10.1016/j.surfcoat.2016.09.033,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,WZVAANAM,scopus_1,,
S129,B2 专题储备,Partially molten environmental dust spreading on an EB-PVD TBC-analog surface: experimental results enhanced by physics informed machine learning,2026,10.1016/j.surfin.2026.108934,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+完整摘要,Zotero abstractNote,HRQB4LAK,scopus_1,,
S130,C 本轮暂不纳入,"Perils in distinguishing phreatic from phreatomagmatic ash; insights into the eruption mechanisms of the 6 august 2012 Mt. Tongariro eruption, new zealand",2014,10.1016/j.jvolgeores.2014.05.001,当前范围外,题名/摘要主要为火山/矿物形成与鉴定，未直接连接本轮涂层沉积腐蚀问题。,标题+摘要节选（初筛）,Zotero abstractNote,NBE96JFT,scopus_2,,
S131,B1 第二批候选,Phase-informed design strategy of volcanic ash analogues for jet engine degradation,2026,10.1016/j.corsci.2025.113484,模拟灰设计,天然灰与五种递增复杂配方对照，核查96%相似性定义及循环证据；论文方法不等于领域标准。,标题+完整摘要,Zotero abstractNote,J4PEAY5I,scopus_1,,
S132,B2 专题储备,Physicochemical effects influencing the measurements of interfacial surface tension of coal ashes,1991,10.1016/0016-2361(91)90050-K,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。 煤灰界面张力测量可作方法储备，须核温度/气氛与目标体系适用性。,标题+摘要节选（初筛）,Zotero abstractNote,CGGQFHXK,scopus_2,,
S133,B2 专题储备,Plasma sprayed gadolinium zirconate thermal barrier coatings that are resistant to damage by molten Ca-Mg-Al-silicate glass,2012,10.1016/j.surfcoat.2012.03.051,微结构/损伤,与微结构或损伤有关；作为核心涂层验证文献的补充，具体试验与模型边界待全文核查。,标题+摘要节选（初筛）,Zotero abstractNote,829FBCDH,scopus_1;scopus_2;scopus_3,,
S134,B2 专题储备,Plasma sprayed Yb4Hf3O12 thermal barrier coatings with excellent thermophysical properties and robust CMAS corrosion resistance,2023,10.1016/j.ceramint.2023.06.021,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,62UFUICB,scopus_1,,
S135,C 本轮暂不纳入,"Potassic glass and calcite carbonatite in lapilli from extrusive carbonatites at Rangwa Caldera Complex, Kenya",10/2003,10.1180/0026461036750152,当前范围外,题名/摘要主要为火山/矿物形成与鉴定，未直接连接本轮涂层沉积腐蚀问题。,标题+摘要节选（初筛）,Zotero abstractNote,JHMGQM53,scopus_2,,
S136,C 本轮暂不纳入,Preparation of SiC reticulated porous ceramics with high strength and increased efficient filtration via fly ash addition,2021,10.1016/j.jeurceramsoc.2020.11.039,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,SXLTEFT5,scopus_2,,
S137,A 优先全文核查,Protocol for selecting exemplary silicate deposit compositions for evaluating thermal and environmental barrier coatings,2022,10.1111/jace.18413,沉积物代表性,从真实沉积物数据经降维与聚类选择代表配方，直接服务实验CMAS代表性与可比性；方法论文不是已采纳的行业标准。,标题+完整摘要,Zotero abstractNote,THL3XCM8,scopus_2,,
S138,C 本轮暂不纳入,Rapid sintering of weathered municipal solid waste incinerator bottom ash and rice husk for lightweight aggregate manufacturing and product properties,2019,10.1016/j.jclepro.2019.06.010,当前范围外,题名/摘要对象是水泥、砂浆或骨料利用，不直接补充CMAS涂层背景。,标题+摘要节选（初筛）,Zotero abstractNote,MD3BKCBV,scopus_2,,
S139,B2 专题储备,Reaction products from high temperature treatments of (LaxGd1-x)2Zr2O7 system and volcanic ash powder mixtures,2022,10.1007/s11837-022-05302-3,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,KPPFFL4K,scopus_1;scopus_2,,
S140,B2 专题储备,Reaction products of Sm2Zr2O7 with calcium-magnesium-aluminum-silicate (CMAS) and their evolution,2021,10.1007/s40145-021-0514-x,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,PXMJEXXM,scopus_1;scopus_2,,
S141,B1 第二批候选,Recession behavior of plasma-sprayed ytterbium monosilicate environmental barrier coating against silicate deposits,2026,10.1016/j.surfcoat.2026.133275,EBC相演化,APS Yb单硅酸盐在天然灰/合成CMAS下反应，适合检验反应层能否持续保护；热力学平衡解释待核。,标题+完整摘要,Zotero abstractNote,MKJBTUZG,scopus_2,,
S142,C 本轮暂不纳入,Relation between the viscosity and electrical conductivity of molten slag for coal gasification and their dependence on SiO2 content,2024,10.1016/j.cherd.2024.05.043,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,M843MWHV,scopus_2,,
S143,B1 第二批候选,Research progress of CMAS corrosion and protection method for thermal barrier coatings in aero-engines,2023,10.11933/j.issn.1007-9289.20221120001,替补综述,摘要覆盖CMAS物性、失效与保护；与S073功能重叠，可先择一，后按引文互补。,标题+完整摘要,Zotero abstractNote,VU7XHVZD,scopus_1;scopus_2,,
S144,A 优先全文核查,Resistance of ytterbium silicate environmental barrier coatings against molten calcium-magnesium-aluminosilicate (CMAS): A comprehensive study,03/2024,10.1016/j.surfcoat.2024.130540,EBC与配方对照,PDF摘要比较APS Yb单/二硅酸盐与富Ca/贫Ca CMAS，补充当前块体语料；溶解度、相稳定及因果解释待全文核查。,标题+本地PDF第1页完整摘要（非全文复核）,"local PDF page 1, attachment WAYPSM88",5JLHDZDM,ceramics_corrosion_QUNDVKXV,WAYPSM88,
S145,A 优先全文核查,Rheological and chemical interaction between volcanic ash and thermal barrier coatings,2021,10.1016/j.surfcoat.2021.127049,天然灰与涂层对照,摘要比较五种灰熔体及两种材料/两种涂层工艺，连接黏度、润湿和侵入；各因素并非自动独立控制。,标题+完整摘要,Zotero abstractNote,H2KT556T,scopus_1,,
S146,B2 专题储备,Rheological properties of high-temperature melts of coal ashes and other silicates,2001,10.1016/S0360-1285(00)00023-X,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。 煤灰与高温硅酸盐流变综述作方法储备，不充当涂层损伤直接研究。,标题+摘要节选（初筛）,Zotero abstractNote,LM5W9L5R,scopus_2,,
S147,B2 专题储备,Rheological properties of molten kilauea iki basalt containing suspended crystals,1984,,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。 悬晶玄武岩流变可作部分熔融体系参照，尚非涂层腐蚀证据。,标题+摘要节选（初筛）,Zotero abstractNote,5CSSXXGQ,scopus_2,,
S148,B2 专题储备,Sand particle-induced deterioration of thermal barrier coatings on gas turbine blades,2017,10.12989/aas.2017.4.1.037,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,Z9YN223G,scopus_1,,
S149,B2 专题储备,Sea salt enhances the CMAS corrosion of thermal barrier coating,2026,10.1016/j.jeurceramsoc.2025.118030,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+摘要节选（初筛）,Zotero abstractNote,BLGXIZBD,scopus_1;scopus_2,,
S150,B2 专题储备,Silicate ash-resistant novel thermal barrier coatings in gas turbines,2022,10.1016/j.corsci.2021.109929,材料/防护策略,材料成分或表面防护案例相关，但当前优先补评价与背景证据，留作后续专题候选。,标题+完整摘要,Zotero abstractNote,R8QSNY2S,scopus_1;scopus_2,,
S151,C 本轮暂不纳入,Silicate rings in woody biomass ash melts based on molecular dynamics simulations,2026,10.1021/acsomega.5c12582,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,93CFCHLH,scopus_2,,
S152,B2 专题储备,Size-resolved CMAS deposition characteristics on film-cooled turbine vanes,2026,10.1016/j.powtec.2026.122525,熔体/沉积,与熔体物性、润湿或沉积相关；先用A/B1核心对照，再按具体缺口选择本篇。,标题+摘要节选（初筛）,Zotero abstractNote,W67RVJBY,scopus_1,,
S153,C 本轮暂不纳入,Slagging behavior of wood ash under entrained-flow gasification conditions,2007,10.1021/ef700247t,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,HHT6PXWI,scopus_2,,
S154,C 本轮暂不纳入,Slagging characteristics of industrial waste incineration system in sections with different temperatures,2025,10.1016/j.joei.2025.102107,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,54P4REUQ,scopus_2,,
S155,C 本轮暂不纳入,Structures and diffusion motions of K and Ca in biomass ash slags from molecular dynamics simulations,2021,10.1016/j.fuel.2021.121072,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,M7DCEYM5,scopus_2,,
S156,C 本轮暂不纳入,Study of bed materials agglomeration in a heated bubbling fluidized bed (BFB) using silica sand as the bed material and KOH to simulate molten ash,2016,10.1016/j.powtec.2015.12.030,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,9Y7GGCSX,scopus_2,,
S157,C 本轮暂不纳入,Study on structural and compositional transitions of coal ash by using NMR,2012,10.1007/s12404-012-0114-z,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,FHTMBKME,scopus_2,,
S158,C 本轮暂不纳入,Study on the slagging characteristics of xinjiang high-alkali coal in four-nozzle gasifier,2019,10.13226/j.issn.1006-6772.19032502,当前范围外,题名/摘要对象主要为燃料灰、锅炉/气化炉、冶金或固废利用，暂不用于本轮CMAS涂层背景；不评价论文质量。,标题+摘要节选（初筛）,Zotero abstractNote,UTHR5ZXK,scopus_2,,
S159,C 本轮暂不纳入,Study progress on the composition characteristics of fly ash from municipal solid waste incineration and treatment technology of heavy metal melting and solidification,2021,10.13226/j.issn.1006-6772.A20111302,当前范围外,题名/摘要关注废物处理或金属回收，缺少本轮需要的涂层/陶瓷侵蚀对象。,标题+摘要节选（初筛）,Zotero abstractNote,GPHYX942,scopus_2,,
